cmdType,cmdSignature,text
text,115 Est:EV0005:1:1,"This barrier prevents me from passing.
I don't look anything like the locals."
text,115 Est:EV0006:1:1,"This barrier prevents me from passing.
I don't look anything like the locals."
text,115 Est:EV0007:1:1,"This barrier prevents me from passing.
I don't look anything like the locals."
text,115 Est:EV0009:1:2,"These barriers prevent people
from falling into the plastic."
text,115 Est:EV0009:1:3,"They're even made of rubber, so you
don't hurt yourself."
text,115 Est:EV0009:1:4,That's good.
text,115 Est:EV0010:1:2,"The residential area is for
residents only."
text,115 Est:EV0010:1:3,"Imagine the panic if intruders
ever sneaked into our homes..."
text,115 Est:EV0010:2:2,O-oh... that necktie.
text,115 Est:EV0010:2:3,"I must say it's certainly an
improvement."
text,115 Est:EV0010:2:4,One moment while I open the way.
text,115 Est:EV0011:1:2,"You live in Bismark? It's strange 
that you're not wearing a tie."
text,115 Est:EV0011:2:2,"Oh, you're wearing a tie—you seem
like someone I can trust..."
text,115 Est:EV0011:3:2,"It... seems that the residential 
area has been attacked by 
specters..."
text,115 Est:EV0011:3:3,"I... I won't dare go there ever 
again..."
text,115 Est:EV0012:2:1,"I don't want to be seen with a tie
on that side of town."
text,115 Est:EV0013:2:1,"I don't want to be seen with a tie
on that side of town."
text,115 Est:EV0014:2:1,"I don't want to be seen with a tie
on that side of town."
text,115 Est:EV0015:2:1,"I don't want to be seen with a tie
on that side of town."
text,115 Est:EV0016:2:1,"I don't want to be seen with a tie
on that side of town."
text,115 Est:EV0017:2:1,"I don't want to be seen with a tie
on that side of town."
text,115 Est:EV0018:2:1,"I don't want to be seen with a tie
on that side of town."
text,115 Est:EV0025:1:1,"Health points and competence 
points completely restored."
text,115 Est:EV0025:1:2,"Save game,Cancel"
text,115 Est:EV0026:1:4,"I am embarrassed to admit it, my dear 
\N[05], but it appears I myself 
now require the assistance of you 
and your purifying puppet..."
text,115 Est:EV0026:1:5,"Valerie, my beloved brother, 
appears to have jumped the rails 
of a well-regulated mind and plunged 
into the valley of uncontrollable madness. "
text,115 Est:EV0026:1:6,"He pretends to be called ""Japhet,"" 
and falsely proclaims himself not 
just an emissary of the Queen 
but the ruler of the specters."
text,115 Est:EV0026:1:7,"Two roles he has usurped, no doubt. 
I can assure you that no one
in this world has any control 
over the ectoplasms..."
text,115 Est:EV0026:1:8,"... save perhaps the Queen herself, 
although I've yet to be acquainted 
with any real testimony or tangible 
evidence supporting that hypothesis."
text,115 Est:EV0026:1:9,"At any rate, Valerie has taken up 
residence on the roof of the library. "
text,115 Est:EV0026:1:10,"And while this may be mere coincidence, 
it seems that a flock of phantoms crowds
the corridors of that same building. "
text,115 Est:EV0026:1:11,"I believe this is a perfect mission for you,
packed full of the gratuitous violence 
in which you seem to revel so gleefully."
text,115 Est:EV0026:1:13,All right. I'll go to the library.
text,115 Est:EV0026:1:16,I will join you.
item description,115:Stamped Note:item,A poster full of stamp marks.
item name,115:Stamped Note:item,Stamped Note
text,116 escaliers 1:EV0001:1:1,These are fake shelves.
text,116 escaliers 1:EV0002:1:1,These are fake shelves.
text,116 escaliers 1:EV0003:1:1,These are fake shelves.
text,116 escaliers 1:EV0004:1:1,These are fake shelves.
text,116 escaliers 1:EV0005:1:1,These are fake shelves.
text,116 escaliers 1:EV0006:1:1,These are fake shelves.
text,116 escaliers 1:EV0007:1:1,These are fake shelves.
text,116 escaliers 1:EV0008:1:1,These are fake shelves.
text,116 escaliers 1:EV0009:1:1,These are fake shelves.
text,116 escaliers 1:EV0010:1:1,These are fake shelves.
text,116 escaliers 1:EV0011:1:1,We're high up.
text,116 escaliers 1:EV0015:1:1,"Health points and competence 
points completely restored."
text,116 escaliers 1:EV0015:1:2,"Save game,Cancel"
item description,116:Music Box:item,A small music box.
item name,116:Music Box:item,Music Box
text,117 3ème étage:add-on:1:10,\C[2]Add-On Omega\C[0] has joined you.
text,117 3ème étage:EV0004:1:4,Who... who are you?
text,117 3ème étage:EV0004:1:5,What... what is that?
text,117 3ème étage:EV0004:1:7,You're not the Judge.
text,117 3ème étage:EV0004:1:10,"The... The Judge?...\!
No. \!No, that is not my name."
text,117 3ème étage:EV0004:1:11,"My name is Japhet. I am the 
creator of this city."
text,117 3ème étage:EV0004:1:12,"I am also the one who leads the
phantoms, the royal instruments
of my vengeance."
text,117 3ème étage:EV0004:1:14,You're the leader of the specters?
text,117 3ème étage:EV0004:1:17,"Precisely. They are my arms,
sent to me by the Queen to
restore justice to this zone."
text,117 3ème étage:EV0004:1:18,"You must be very bold
to have set foot
upon these stairwells."
text,117 3ème étage:EV0004:1:19,"I recognize in you a certain courage.
An exceptional trait in this
fear-riddled place."
text,117 3ème étage:EV0004:1:20,"However, my vengeance will 
leave no one unpunished."
text,117 3ème étage:EV0004:1:21,"Therefore you shall be the first to 
succumb to the blasts of my 
ectoplasmic army!"
text,117 3ème étage:EV0004:1:26,hhh... hhh... hhh...
text,117 3ème étage:EV0004:1:27,Pitiful fool!
text,117 3ème étage:EV0004:1:28,"It is not yet time for me
to reveal my true nature."
text,117 3ème étage:EV0004:1:29,"But know that you will soon get what 
you deserve, you insufferable 
buffoon."
text,117 3ème étage:EV0005:1:1,"This barrier prevents me from
going upstairs."
text,117 3ème étage:EV0005:1:2,"It's impossible to climb any
higher right now."
text,117 3ème étage:EV0006:1:1,"This barrier prevents me from
going upstairs."
text,117 3ème étage:EV0006:1:2,"It's impossible to climb any
higher right now."
text,117 3ème étage:EV0008:1:1,These are fake shelves.
text,117 3ème étage:EV0009:1:1,These are fake shelves.
text,117 3ème étage:EV0010:1:1,These are fake shelves.
text,117 3ème étage:EV0011:1:1,These are fake shelves.
text,117 3ème étage:EV0012:1:1,These are fake shelves.
text,117 3ème étage:EV0013:1:1,These are fake shelves.
text,117 3ème étage:EV0014:1:1,These are fake shelves.
text,117 3ème étage:EV0015:1:1,These are fake shelves.
text,117 3ème étage:EV0016:1:1,These are fake shelves.
text,117 3ème étage:EV0017:1:1,These are fake shelves.
text,117 3ème étage:EV0018:1:1,These are fake shelves.
text,117 3ème étage:EV0019:1:1,These are fake shelves.
text,117 3ème étage:EV0020:1:1,These are fake shelves.
text,117 3ème étage:EV0021:1:1,These are fake shelves.
text,117 3ème étage:EV0022:1:1,These are fake shelves.
text,117 3ème étage:EV0023:1:1,These are fake shelves.
text,117 3ème étage:EV0024:1:1,These are fake shelves.
text,117 3ème étage:EV0025:1:1,These are fake shelves.
text,117 3ème étage:EV0026:1:1,These are fake shelves.
text,117 3ème étage:EV0027:1:1,These are fake shelves.
text,117 3ème étage:EV0028:1:1,These are fake shelves.
text,117 3ème étage:EV0029:1:1,These are fake shelves.
text,117 3ème étage:EV0030:1:1,We're high up.
item name,117:Calendar Page:item,Calendar Page
item description,117:Calendar Page:item,"It's obviously Sunday, June 3."
item name,119:Left Glove:item,Left Glove
item description,119:Left Glove:item,The Fist of Vengeance.
text,120 Entrée:EV0001:1:1,"This barrier keeps me from passing
through."
text,120 Entrée:EV0002:1:1,"This barrier keeps me from passing
through."
text,120 Entrée:EV0003:1:1,"This barrier keeps me from passing
through."
text,120 Entrée:EV0004:1:1,"This barrier keeps me from passing
through."
text,120 Entrée:EV0005:1:0,"Welcome to the Gomez Galleria! 
May nothing quench your frenetic 
thirst for consumerism."
text,120 Entrée:EV0006:1:1,This is an ad for metal floors.
text,120 Entrée:EV0009:1:1,"""Buy fifty liters of blue paint,
get the fifty-first free!"""
text,120 Entrée:EV0012:1:0,"""Please pardon our decay and disorder."""
text,120 Entrée:EV0015:1:1,"Pedalo recovery point.
Call a pedalo?"
text,120 Entrée:EV0015:1:2,"Yes,No"
item name,120:Right Glove:item,Right Glove
item description,120:Right Glove:item,The Arm of Justice.
text,121 dédale 1:EV0001:1:2,Two Luck Tickets have been found.
text,121 dédale 1:EV0002:1:2,A Fortune Ticket has been found.
text,121 dédale 1:EV0003:1:1,These are bottles of smoke.
text,121 dédale 1:EV0004:1:1,These are bottles of smoke.
text,121 dédale 1:EV0005:1:1,These are bottles of smoke.
text,121 dédale 1:EV0006:1:1,These are bottles of smoke.
text,121 dédale 1:EV0007:1:1,These are bottles of smoke.
text,121 dédale 1:EV0008:1:1,These are bottles of smoke.
text,121 dédale 1:EV0009:1:1,These are bottles of smoke.
text,121 dédale 1:EV0010:1:1,These are bottles of smoke.
text,121 dédale 1:EV0011:1:1,These are bottles of smoke.
text,121 dédale 1:EV0012:1:1,These are bottles of smoke.
text,121 dédale 1:EV0013:1:1,These are bottles of smoke.
text,121 dédale 1:EV0014:1:1,These are bottles of smoke.
text,121 dédale 1:EV0015:1:1,These are bottles of smoke.
text,121 dédale 1:EV0016:1:1,These are bottles of smoke.
text,121 dédale 1:EV0017:1:1,These are bottles of smoke.
text,121 dédale 1:EV0018:1:1,These are bottles of smoke.
text,121 dédale 1:EV0019:1:1,These are bottles of smoke.
text,121 dédale 1:EV0020:1:1,These are bottles of smoke.
text,121 dédale 1:EV0021:1:1,These are bottles of smoke.
text,121 dédale 1:EV0022:1:1,These are bottles of smoke.
text,121 dédale 1:EV0023:1:1,These are bottles of smoke.
text,121 dédale 1:EV0024:1:1,These are bottles of smoke.
text,121 dédale 1:EV0025:1:1,These are bottles of smoke.
text,121 dédale 1:EV0026:1:1,These are bottles of smoke.
text,121 dédale 1:EV0027:1:1,These are bottles of smoke.
text,121 dédale 1:EV0028:1:1,These are bottles of smoke.
text,121 dédale 1:EV0029:1:1,These are bottles of smoke.
text,121 dédale 1:EV0030:1:1,These are bottles of smoke.
text,121 dédale 1:EV0031:1:1,These are bottles of smoke.
text,121 dédale 1:EV0032:1:1,These are bottles of smoke.
text,121 dédale 1:EV0033:1:1,These are bottles of smoke.
text,121 dédale 1:EV0034:1:1,"This is an ad for meat:
""Handled carefully by the
employees of Zone 1, our meat 
is preservative-free—guaranteed!"""
text,121 dédale 1:EV0035:1:1,"This is an ad for meat home 
deliveries."
text,121 dédale 1:EV0036:1:1,"This is an ad for protective metal 
railings."
text,121 dédale 1:EV0037:1:1,"""Build your walls out of metal!
In the event of an attack,
their sturdiness is certain."""
text,121 dédale 1:EV0038:1:1,"""Our plastic chairs are
specially designed without
any dangerous edges."""
text,121 dédale 1:EV0039:1:1,"""Your neckties are made from a
plastic-based synthetic fabric,
with a registered designation 
of origin."""
text,121 dédale 1:EV0040:1:1,"""The freshest air comes from 
our bottles of smoke."""
text,121 dédale 1:EV0041:1:1,"""Special offer on bottles of smoke:
Get seven for the price of six!"""
item name,121:Starred Shorts:item,Starred Shorts
item description,121:Starred Shorts:item,With balls inside.
text,122 secret:EV0001:1:2,A Min-Woo Tunic has been found.
item name,122:Nerves Of Steel:item,Nerves of Steel
item description,122:Nerves Of Steel:item,The good always triumph!
text,123 passage:EV0001:1:1,"""Special discount on wave machines!"""
text,123 passage:EV0002:1:1,"These are barrels full of
liquid plastic."
text,123 passage:EV0003:1:1,"These are barrels full of
liquid plastic."
text,123 passage:EV0004:1:1,"These are barrels full of
liquid plastic."
text,123 passage:EV0005:1:1,"These are barrels full of
liquid plastic."
text,123 passage:EV0006:1:1,"These are barrels full of
liquid plastic."
text,123 passage:EV0007:1:1,"These are barrels full of
liquid plastic."
text,123 passage:EV0008:1:1,These are bottles of smoke.
text,123 passage:EV0009:1:1,These are bottles of smoke.
text,123 passage:EV0010:1:1,These are bottles of smoke.
text,123 passage:EV0011:1:1,These are bottles of smoke.
text,123 passage:EV0016:1:1,"Health points and competence 
points completely restored."
text,123 passage:EV0016:1:2,"Save game,Cancel"
item description,123:Lucky Coin:item,A precious childhood souvenir.
item name,123:Lucky Coin:item,Lucky Coin
text,124 dédale 2:EV0002:1:2,"A piece of Moloch's Meat has 
been found."
text,124 dédale 2:EV0003:1:2,"Two pieces of Silver Flesh have 
been found."
text,124 dédale 2:EV0004:1:2,"A piece of Belial's Meat has 
been found."
text,124 dédale 2:EV0005:1:1,"""Buy your clothes at Zacharie's.
Special offer for \N[05]!"""
text,124 dédale 2:EV0006:1:1,"""Is life getting you down?
Take a walk in the Park! """
text,124 dédale 2:EV0007:1:1,"""Gomez Luck Tickets are
manufactured and tested 
by specialists."""
text,124 dédale 2:EV0008:1:1,"""Because life is too short...
Buy Jokers!"""
text,124 dédale 2:EV0009:1:1,"""The Gomez Galleria offers  
a wide variety of plastic and
metal boxes."""
text,124 dédale 2:EV0010:1:1,"""Our mannequins are certified
free from sharp edges to ensure
they won't be hazardous
to your health."""
text,124 dédale 2:EV0011:1:1,"""Feeling depressed?
Try Modestia!"""
text,124 dédale 2:EV0012:1:1,"""Got time to kill?
Visit Unproductive Fun Time,
please."""
text,124 dédale 2:EV0012:1:2,"They put great emphasis on the 
""please""..."
text,124 dédale 2:EV0013:1:1,"""Our delicious and nutritious meat 
is ground up with a pedalo, 
the old-fashioned way."""
text,124 dédale 2:EV0014:1:1,"""Enter our big sweepstakes
for a chance to win free plastic
by the barrel!"""
text,125 pièce secrète:EV0001:1:2,A Monday has been found.
text,126 pièce cachée:EV0001:1:2,I'm lost...
text,126 pièce cachée:EV0001:1:3,"I could build a fire with these boxes
to ward off the ghosts..."
text,126 pièce cachée:EV0001:1:4,But that's too dangerous.
text,127 sortie:EV0006:1:1,"""For silkier fur:
Try pâté from the meat 
fountains of Alma"""
text,127 sortie:EV0007:1:1,"""For silkier fur:
Try pâté from the meat 
fountains of Alma"""
text,127 sortie:EV0008:1:1,These are barrels of cat food.
text,127 sortie:EV0009:1:1,These are barrels of cat food.
text,127 sortie:EV0010:1:1,These are barrels of cat food.
